,@id,measurementSpecificCharacteristics,measurementEquipmentTypeUsed.value.@lang,measurementEquipmentTypeUsed.value.#text,measurementSiteLocation.@xsi$type,measurementSiteLocation.tpeglinearLocation.tpegDirection,measurementSiteLocation.tpeglinearLocation.tpegLocationType,measurementSiteLocation.tpeglinearLocation.to.@xsi$type,toLatitude,toLongitude,toDescription,measurementSiteLocation.tpeglinearLocation.to.name.tpegDescriptorType,measurementSiteLocation.tpeglinearLocation.from.@xsi$type,fromLatitude,fromLongitude,fromDescription,measurementSiteLocation.tpeglinearLocation.from.name.tpegDescriptorType
1150,GK5101_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.80819435245893,-4.349087964527667,Parkhouse Rd Northbound,other,TPEGNonJunctionPoint,55.80774529467071,-4.350481279894067,Parkhouse Rd Northbound,other
1151,GA4371_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86145398987174,-4.2486493895442,North Frederick St northbound to Cathedral St,other,TPEGNonJunctionPoint,55.861576471367606,-4.248832258852847,North Frederick St northbound to Cathedral St,other
1152,GA4371_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.863058029894226,-4.244970459652196,Cathedral St westbound to North Frederick Street,other,TPEGNonJunctionPoint,55.8629525712077,-4.245331948314784,Cathedral St westbound to North Frederick Street,other
1153,GC0101_X,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86080825201232,-4.280797166728842,"Stobcross Street, Eastbound to city centre",other,TPEGNonJunctionPoint,55.86051642515977,-4.280540349938599,"Stobcross Street, Eastbound to city centre",other
1154,GF2201_H,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87289491528983,-4.185305090000423,Cumbernauld Rd SB to M8 On Ramp,other,TPEGNonJunctionPoint,55.87399726525847,-4.1839602855011675,Cumbernauld Rd SB to M8 On Ramp,other
1155,GK5101_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.80819435245893,-4.349087964527667,Kennishead Rd southbound,other,TPEGNonJunctionPoint,55.80875660344616,-4.347414160624896,Kennishead Rd southbound,other
1156,GA4371_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86325987773686,-4.249664722294599,Cathedral St eastbound to North Frederick St,other,TPEGNonJunctionPoint,55.86316265056062,-4.249083762794657,Cathedral St eastbound to North Frederick St,other
1157,GC0101_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86038667864348,-4.2826901232101795,Pointhouse Road Eastbound Outside to Finnieston St,other,TPEGNonJunctionPoint,55.86045179946708,-4.282086680666378,Pointhouse Road Eastbound Outside to Finnieston St,other
1158,GF2201_G,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87173584318591,-4.1868064790201664,Cumbernauld Rd NB Right Turn to M8,other,TPEGNonJunctionPoint,55.87216264853542,-4.186558731835579,Cumbernauld Rd NB Right Turn to M8,other
1159,GC0101_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86038667864348,-4.2826901232101795,Pointhouse Road Eastbound Inside to Finnieston St,other,TPEGNonJunctionPoint,55.86037040746159,-4.282113867822337,Pointhouse Road Eastbound Inside to Finnieston St,other
1160,GF2201_F,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87289491528983,-4.185305090000423,M8 westbound Off Ramp,other,TPEGNonJunctionPoint,55.87284199232734,-4.184742630340509,M8 westbound Off Ramp,other
1161,GC0101_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86160214202341,-4.280635953420934,Finnieston Street Offside SB to Stobcross St,other,TPEGNonJunctionPoint,55.861419627360014,-4.280785064533067,Finnieston Street Offside SB to Stobcross St,other
1162,GF2201_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87289491528983,-4.185305090000423,Cumbernauld Rd southbound ahead,other,TPEGNonJunctionPoint,55.87402278298977,-4.18404164750885,Cumbernauld Rd southbound ahead,other
1163,GC0101_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86160214202341,-4.280635953420934,"Stobcross Street, Westbound to Finnieston St",other,TPEGNonJunctionPoint,55.86009190011274,-4.279684483253751,"Stobcross Street, Westbound to Finnieston St",other
1164,GF2201_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87173584318591,-4.1868064790201664,Cumbernauld Rd NB ahead to Ramp C,other,TPEGNonJunctionPoint,55.872179753827986,-4.186607648660339,Cumbernauld Rd NB ahead to Ramp C,other
1165,GC0101_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86080825201232,-4.280797166728842,"Stobcross Street, Eastbound, to Finnieston St",other,TPEGNonJunctionPoint,55.860873846525884,-4.282590859455409,"Stobcross Street, Eastbound, to Finnieston St",other
1166,GJ0141_X,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.828587567541454,-4.2471350209492575,Aikenhead Road N/B outside lane to Asda Link,other,TPEGNonJunctionPoint,55.828698451546416,-4.247460766100899,Aikenhead Road N/B outside lane to Asda Link,other
1167,GC0101_L,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86160214202341,-4.280635953420934,Finnieston Street Nearside SB to Stobcross St,other,TPEGNonJunctionPoint,55.86142051523754,-4.280737173579034,Finnieston Street Nearside SB to Stobcross St,other
1168,GJ0141_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.828587567541454,-4.2471350209492575,Aikenhead Road N/B inside lanes to Asda Link,other,TPEGNonJunctionPoint,55.82868830740348,-4.247524050558687,Aikenhead Road N/B inside lanes to Asda Link,other
1169,GJ0141_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83150931858993,-4.248565099314686,Aikenhead Road southbound to Asda,other,TPEGNonJunctionPoint,55.83147142834257,-4.248179666147143,Aikenhead Road southbound to Asda,other
1170,GD2301_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.884272417997686,-4.280430756019544,Bilsland Drive,other,TPEGNonJunctionPoint,55.88466102483654,-4.279829922075052,Bilsland Drive,other
1171,GD2301_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.884272417997686,-4.280430756019544,Queen Margaret Drive,other,TPEGNonJunctionPoint,55.88361555278639,-4.281927274564639,Queen Margaret Drive,other
1172,GD2301_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88214320939371,-4.278930756910066,Maryhill Road outbound to Bilsland Drive,other,TPEGNonJunctionPoint,55.88236439894814,-4.279119609067036,Maryhill Road outbound to Bilsland Drive,other
1173,GD2301_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.885869730781444,-4.28298708958073,Maryhill Road inbound towards Bilsland Road,other,TPEGNonJunctionPoint,55.88561382198858,-4.282732194797252,Maryhill Road inbound towards Bilsland Road,other
1174,GC185A_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.870782463320005,-4.316021390633505,Dumbarton Road westbound to Thornwood Ave,other,TPEGNonJunctionPoint,55.87068938178264,-4.316191682113261,Dumbarton Road westbound to Thornwood Ave,other
1175,GC185A_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87061402799398,-4.318760768578476,Dumbarton Road eastbound to Thornwood Ave,other,TPEGNonJunctionPoint,55.87071894456724,-4.319869987669575,Dumbarton Road eastbound to Thornwood Ave,other
1176,GA4701_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85655911434916,-4.249453090322844,Stockwell Street Southbound,other,TPEGNonJunctionPoint,55.85632999505681,-4.2496955063598945,Stockwell Street Southbound,other
1177,GA4701_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85459359919607,-4.250777504302567,Stockwell Street Northbound,other,TPEGNonJunctionPoint,52.21324949527458,-4.0618034374559695,Stockwell Street Northbound,other
1178,GA4701_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85544548450444,-4.2499000269930995,BHS Exit,other,TPEGNonJunctionPoint,55.85595452663108,-4.250568603271823,BHS Exit,other
1179,GG3001_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.851789869848886,-4.162072239591014,Old Shettleston Road,other,TPEGNonJunctionPoint,55.85205108650491,-4.163061327514063,Old Shettleston Road,other
1180,GG3001_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85156315080784,-4.160653715885344,Shettleston Road  from Killin Street,other,TPEGNonJunctionPoint,55.85143661073307,-4.16069462066558,Shettleston Road  from Killin Street,other
1181,GG3001_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85153701060594,-4.166228053507993,Shettleston Road to Academy St,other,TPEGNonJunctionPoint,55.85160996262818,-4.166168207640781,Shettleston Road to Academy St,other
1182,GL268A_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.856319862762184,-4.293077545943547,Pacific Dr westbound,other,TPEGNonJunctionPoint,55.85647981151317,-4.291728754803042,Pacific Dr westbound,other
1183,GK4121_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.823551441958664,-4.336506827846001,Barrhead Road e/b,other,TPEGNonJunctionPoint,55.82327173887914,-4.33609091450554,Barrhead Road e/b,other
1184,GB0101_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.852283846971964,-4.264975434089384,West Street to Nelson Street northbound inside lane,other,TPEGNonJunctionPoint,55.852578353273266,-4.265088437277361,West Street to Nelson Street northbound inside lane,other
1185,GB0101_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85346935109566,-4.264533143297823,Nelson Street to West Street westbound,other,TPEGNonJunctionPoint,55.85332390672046,-4.263645911890871,Nelson Street to West Street westbound,other
1186,GL268A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85644820814138,-4.288115640401873,Pacific Drive westbound,other,TPEGNonJunctionPoint,55.856584952136856,-4.288011827769792,Pacific Drive westbound,other
1187,GD310A_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.877817017279945,-4.254711645832184,Possil Road towards Dawson Road,other,TPEGNonJunctionPoint,55.87793080341981,-4.254878120936004,Possil Road towards Dawson Road,other
1188,GA2401_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85828071432313,-4.25703106779507,Jamaica Street Southbound to Howard Street,other,TPEGNonJunctionPoint,55.8582303611654,-4.256836391937465,Jamaica Street Southbound to Howard Street,other
1189,GA2401_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.857358231217226,-4.257345082995339,Howard Street,other,TPEGNonJunctionPoint,55.856906998640135,-4.255976666743277,Howard Street,other
1190,GA2401_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.857358231217226,-4.257345082995339,Midland Street,other,TPEGNonJunctionPoint,55.85753923203803,-4.258745783442046,Midland Street,other
1191,GA5171_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.856902816514506,-4.24539831137419,Albion Street,other,TPEGNonJunctionPoint,55.85762547767732,-4.244704964359968,Albion Street,other
1192,GA5171_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85653113474317,-4.2436032127292425,Trongate westbound,other,TPEGNonJunctionPoint,55.856539482524134,-4.244130995935113,Trongate westbound,other
1193,GA0101_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85692637627284,-4.27347489298577,Anderston Quay - Fastlink Crossover westbound,other,TPEGNonJunctionPoint,55.85670943385504,-4.273542113352281,Anderston Quay - Fastlink Crossover westbound,other
1194,GJ0051_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.835572558348154,-4.249007310223754,Aikenhead Rd southbound,other,TPEGNonJunctionPoint,55.83622707638901,-4.249093020579449,Aikenhead Rd southbound,other
1195,GJ0051_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.832343105749956,-4.248677110136374,Aikenhead Rd northbound to Calder St,other,TPEGNonJunctionPoint,55.832452883578085,-4.2485716652035554,Aikenhead Rd northbound to Calder St,other
1196,GJ0051_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83484900944383,-4.244829308534858,Calder St e/b to Polmadie Rd,other,TPEGNonJunctionPoint,0,0,Calder St e/b to Polmadie Rd,other
1197,GJ0051_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.835572558348154,-4.249007310223754,Calder St eastbound,other,TPEGNonJunctionPoint,55.835831615681926,-4.2500763150340575,Calder St eastbound,other
1198,GK0801_H,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.824007454336886,-4.286433579730818,Auldhouse Road inbound entry,other,TPEGNonJunctionPoint,55.82306308822963,-4.28695291080851,Auldhouse Road inbound entry,other
1199,GK0801_G,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82116885611742,-4.2873206670922945,Kilmarnock Road southbound to Newlandsfield Road,other,TPEGNonJunctionPoint,55.82139745369501,-4.287110581931319,Kilmarnock Road southbound to Newlandsfield Road,other
1200,GG2021_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.859580431823154,-4.234574516143251,Ladywell Road,other,TPEGNonJunctionPoint,55.859329614891465,-4.2350235304589665,Ladywell Road,other
1201,GG2021_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85966124405923,-4.2340837744513244,Duke St. westbound to Ladywell Road,other,TPEGNonJunctionPoint,55.85956219563459,-4.234094067366224,Duke St. westbound to Ladywell Road,other
1202,GK0801_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82628311404309,-4.285369642987736,Kilmarnock Road outbound to Newlandsfield Road,other,TPEGNonJunctionPoint,55.82599019251563,-4.285655822470475,Kilmarnock Road outbound to Newlandsfield Road,other
1203,GG2021_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.859887928100264,-4.236941263639289,Duke St. eastbound to Ladywell Road,other,TPEGNonJunctionPoint,55.85997250372566,-4.236738383105387,Duke St. eastbound to Ladywell Road,other
1204,GK0801_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.824007454336886,-4.286433579730818,Newlandsfield Road,other,TPEGNonJunctionPoint,55.823629655824924,-4.2874172361762755,Newlandsfield Road,other
1205,GH090A_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85129181252292,-4.197783860320688,Duke Street north to East Wellington,other,TPEGNonJunctionPoint,55.85159465405261,-4.197433498344159,Duke Street north to East Wellington,other
1206,GA5501_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86892629053878,-4.234631894010382,Springburn Road southbound,other,TPEGNonJunctionPoint,55.869589235853034,-4.23375888472578,Springburn Road southbound,other
1207,GA5501_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86892629053878,-4.234631894010382,Castle Street northbound,other,TPEGNonJunctionPoint,55.86825206819721,-4.23464111025327,Castle Street northbound,other
1208,GH090A_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85507451899186,-4.1978377008337,Duke Street to East Wellington,other,TPEGNonJunctionPoint,55.85465681752958,-4.1975744428281105,Duke Street to East Wellington,other
1209,GA5501_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86892629053878,-4.234631894010382,Royston Road,other,TPEGNonJunctionPoint,55.86909285285326,-4.232387724714938,Royston Road,other
1210,GA5501_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8690661389906,-4.235838725498642,Pinkston Road to Royston Road opp controller,other,TPEGNonJunctionPoint,55.86888802928426,-4.235748567768733,Pinkston Road to Royston Road opp controller,other
1211,GI0051_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.844977471651255,-4.254678295894366,Caledonia Rd eastbound to Camden Terrace,other,TPEGNonJunctionPoint,55.8452236787198,-4.254484890084769,Caledonia Rd eastbound to Camden Terrace,other
1212,GA320A_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8561487552465,-4.256156410887147,Clyde Street westbound,other,TPEGNonJunctionPoint,55.8560401419839,-4.256198049798934,Clyde Street westbound,other
1213,GA320A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8561487552465,-4.256156410887147,Clyde Street eastbound,other,TPEGNonJunctionPoint,55.85601877020155,-4.25589321574693,Clyde Street eastbound,other
1214,GG015A_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86312216682784,-4.211157335242776,Alexandra Parade to Meadowpark,other,TPEGNonJunctionPoint,55.86308223677448,-4.211378805438201,Alexandra Parade to Meadowpark,other
1215,GG015A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86340122093017,-4.216127474018917,Alexandra Parade to Meadowpark,other,TPEGNonJunctionPoint,55.8634944533064,-4.215941005830021,Alexandra Parade to Meadowpark,other
1216,GD255A_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88791238821442,-4.286241485434825,Maryhill Road outbound towards Gairbraid Avenue,other,TPEGNonJunctionPoint,55.88833804750171,-4.28703414460273,Maryhill Road outbound towards Gairbraid Avenue,other
1217,GA1851_F,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85476337655625,-4.25965520363947,Commerce Street to King George V Bridge outside lane,other,TPEGNonJunctionPoint,55.8551039502399,-4.25970693589622,Commerce Street to King George V Bridge outside lane,other
1218,GJ315A_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82803695991026,-4.259525730282925,Cathcart Rd southbound to Stanmore St,other,TPEGNonJunctionPoint,55.82777113868176,-4.259318706699927,Cathcart Rd southbound to Stanmore St,other
